SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3718 Laurel Way,REDWOOD CITY,CA,94062,3488000,4,3.5,REDWOOD CITY,3205,8320,2014,34,1088,,Active,,,http://www.redfin.com/CA/Redwood-City/3718-Laurel-Way-94062/home/57332452,MLSListings,ML81848393,N,Y,37.4666475,-122.2556624
MLS Listing,,Single Family Residential,16610 Von Sosten Rd,Tracy,CA,95304,999950,4,2.5,Tracy,2840,66647,1982,34,,,Active,July-17-2021 12:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Tracy/16610-Von-Sosten-Rd-95304/home/22496629,MetroList,221059874,N,Y,37.7505506,-121.5148307
MLS Listing,,Single Family Residential,9440 Mountain Blvd,Oakland,CA,94605,899000,4,2.5,Sequoyah,2654,6521,1992,34,339,,Active,,,http://www.redfin.com/CA/Oakland/9440-Mountain-Blvd-94605/home/1870110,"bridgeMLS Bay East AOR or Contra Costa AOR",40951749,N,Y,37.7584883,-122.1472174
MLS Listing,,Single Family Residential,2015 El Prado St,REDWOOD CITY,CA,94061,3695000,5,3.5,REDWOOD CITY,3084,6862,2021,34,1198,,Active,,,http://www.redfin.com/CA/Redwood-City/2015-El-Prado-Ave-94061/home/1851145,MLSListings,ML81848301,N,Y,37.4471992,-122.2272095
MLS Listing,,Single Family Residential,3168 Ramona St,PALO ALTO,CA,94306,4298000,5,4.0,PALO ALTO,2625,6740,2021,34,1637,,Active,,,http://www.redfin.com/CA/Palo-Alto/3168-Ramona-St-94306/home/1208860,MLSListings,ML81847344,N,Y,37.4234581,-122.1291178
MLS Listing,,Single Family Residential,450 Kings Rd,BRISBANE,CA,94005,1998000,4,4.5,BRISBANE,3251,13920,1983,34,615,,Active,,,http://www.redfin.com/CA/Brisbane/450-Kings-Rd-94005/home/1912571,MLSListings,ML81846740,N,Y,37.6786356,-122.4019573
MLS Listing,,Single Family Residential,26301 Silent Hills Ln,LOS ALTOS HILLS,CA,94022,15800000,5,6.5,LOS ALTOS HILLS,7709,136735,2013,35,2050,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/26301-Silent-Hills-Ln-94022/home/41396978,MLSListings,ML81848101,N,Y,37.3581578,-122.1471952
MLS Listing,,Single Family Residential,17840 Bruce Ave,LOS GATOS,CA,95030,6749000,6,6.0,LOS GATOS,6905,10723,2007,35,977,,Active,,,http://www.redfin.com/CA/Monte-Sereno/17840-Bruce-Ave-95030/home/12173145,MLSListings,ML81848083,N,Y,37.238106,-121.9833679
MLS Listing,,Single Family Residential,3168 Whitesand Dr,SAN JOSE,CA,95148,1698888,5,3.0,SAN JOSE,2845,12312,1987,35,597,,Active,,,http://www.redfin.com/CA/San-Jose/3168-Whitesand-Dr-95148/home/1508268,MLSListings,ML81848072,N,Y,37.3174707,-121.7792236
MLS Listing,,Single Family Residential,35655 Palomares Rd,Castro Valley,CA,94552,2500000,4,4.0,Palomares Canyon,3800,277477,1981,35,658,,Active,,,http://www.redfin.com/CA/Castro-Valley/35655-Palomares-Rd-94552/home/836219,"bridgeMLS Bay East AOR or Contra Costa AOR",40953457,N,Y,37.6265952,-121.9449557
MLS Listing,,Single Family Residential,799 S Tradition St,MOUNTAIN HOUSE,CA,95391,1159000,4,3.0,MOUNTAIN HOUSE,3561,7604,2005,36,325,,Active,,,http://www.redfin.com/CA/Mountain-House/799-Traditions-St-95391/home/19726296,MLSListings,ML81847945,N,Y,37.7683792,-121.5428431
MLS Listing,,Single Family Residential,883 Robb Rd,PALO ALTO,CA,94306,19998000,7,9.0,PALO ALTO,9750,38909,2016,37,2051,,Active,,,http://www.redfin.com/CA/Palo-Alto/883-Robb-Rd-94306/home/913497,MLSListings,ML81847742,N,Y,37.3917929,-122.1350182
MLS Listing,,Single Family Residential,2015 Menalto Ave,MENLO PARK,CA,94025,4389000,5,4.0,MENLO PARK,3318,10725,2021,37,1323,,Active,,,http://www.redfin.com/CA/Menlo-Park/2015-Menalto-Ave-94025/home/1050210,MLSListings,ML81847651,N,Y,37.4621206,-122.1522297
MLS Listing,,Single Family Residential,619 Vista Dr,REDWOOD CITY,CA,94062,2348000,3,2.5,REDWOOD CITY,2250,12380,2007,37,1044,,Active,,,http://www.redfin.com/CA/Emerald-Hills/619-Vista-Dr-94062/home/1162115,MLSListings,ML81847223,N,Y,37.4672259,-122.2613787
MLS Listing,,Single Family Residential,19814 W Grant Line Rd,Tracy,CA,95391,1399000,4,2.0,Tracy,2543,112385,2004,37,,,Active,,,http://www.redfin.com/CA/Tracy/19814-W-Grant-Line-Rd-95391/home/21849173,MetroList,221063164,N,Y,37.7544854,-121.5535467
MLS Listing,,Single Family Residential,22129 Rae Ln,CUPERTINO,CA,95014,4288000,5,5.0,CUPERTINO,3988,10655,1985,38,1075,,Active,,,http://www.redfin.com/CA/Cupertino/22129-Rae-Ln-95014/home/1644412,MLSListings,ML81846790,N,Y,37.3121203,-122.0610618
MLS Listing,,Single Family Residential,17808 Tourney Rd,LOS GATOS,CA,95030,6895000,5,5.0,LOS GATOS,4458,141040,2020,39,1547,,Active,,,http://www.redfin.com/CA/Los-Gatos/17808-Tourney-Rd-95030/home/1635648,MLSListings,ML81847499,N,Y,37.2114134,-121.9681735
MLS Listing,,Single Family Residential,2136 Wild Lilac Ave,Manteca,CA,95337,680631,3,2.0,Manteca,2010,7000,2021,39,339,,Active,,,http://www.redfin.com/CA/Manteca/2136-Wild-Lilac-Ave-95337/home/172939793,BAREIS,221063101,N,Y,37.7705835,-121.2643483
MLS Listing,,Single Family Residential,60 Michaels Way,ATHERTON,CA,94027,14300000,6,4.5,ATHERTON,6295,29100,2009,40,2272,,Active,,,http://www.redfin.com/CA/Atherton/60-Michaels-Way-94027/home/2049687,MLSListings,ML81847461,N,Y,37.4518226,-122.1921205
MLS Listing,,Single Family Residential,2333 Golden Gate Dr,Tracy,CA,95377,1199900,5,4.0,Tracy,2888,14688,2018,40,,,Active,,,http://www.redfin.com/CA/Tracy/2333-Golden-Gate-Dr-95377/home/167422982,MetroList,221061696,N,Y,37.733021,-121.45865
MLS Listing,,Single Family Residential,35 Ralston Rd,ATHERTON,CA,94027,16800000,5,8.0,ATHERTON,10647,40000,2014,40,1578,,Active,,,http://www.redfin.com/CA/Atherton/35-Ralston-Rd-94027/home/1342218,MLSListings,ML81847298,N,Y,37.4578499,-122.2126921
MLS Listing,,Single Family Residential,12330 Harding Ave,San Martin,CA,95046,2880000,5,3.5,San Martin,4456,188178,1999,41,646,,Active,,,http://www.redfin.com/CA/San-Martin/12330-Harding-Ave-95046/home/1111280,"bridgeMLS Bay East AOR or Contra Costa AOR",40951123,N,Y,37.071774,-121.6097239
MLS Listing,,Single Family Residential,101 Allan Ln,WATSONVILLE,CA,95076,1749000,4,3.5,WATSONVILLE,3076,214315,2009,41,569,,Active,,,http://www.redfin.com/CA/Watsonville/101-Allan-Ln-95076/home/2421079,MLSListings,ML81841869,N,Y,37.0025876,-121.795423
MLS Listing,,Single Family Residential,25790 Fairview Ave,Hayward,CA,94542,1998000,4,3.0,Fairview,3191,47125,1999,41,626,,Active,,,http://www.redfin.com/CA/Hayward/25790-Fairview-Ave-94542/home/1314860,"bridgeMLS Bay East AOR or Contra Costa AOR",40952584,N,Y,37.6755215,-122.0318471
MLS Listing,,Single Family Residential,25755 Carado Ct,LOS ALTOS HILLS,CA,94022,11998000,5,7.5,LOS ALTOS HILLS,6809,50499,2016,42,1762,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/25755-Carado-Ct-94022/home/23473742,MLSListings,ML81846830,N,Y,37.3875313,-122.1273653
MLS Listing,,Single Family Residential,900 N California Ave,PALO ALTO,CA,94303,6995000,5,4.5,PALO ALTO,3339,9379,2020,42,2095,,Active,,,http://www.redfin.com/CA/Palo-Alto/900-N-California-Ave-94303/home/1599890,MLSListings,ML81846809,N,Y,37.442709,-122.130932
MLS Listing,,Single Family Residential,67 Rosewood Dr,ATHERTON,CA,94027,12500000,7,8.0,ATHERTON,10345,41638,2010,43,1208,,Active,,,http://www.redfin.com/CA/Atherton/67-Rosewood-Dr-94027/home/851112,MLSListings,ML81846070,N,Y,37.4733498,-122.1772214
MLS Listing,,Single Family Residential,800 El Granada Blvd,EL GRANADA,CA,94018,15000000,9,11.5,EL GRANADA,23860,898861,1984,43,629,,Active,,,http://www.redfin.com/CA/El-Granada/800-El-Granada-Blvd-94018/home/17307994,MLSListings,ML81846738,N,Y,37.5119135,-122.4543369
MLS Listing,,Single Family Residential,101 Sund Ave,LOS GATOS,CA,95030,6495000,5,5.0,LOS GATOS,5399,54038,1989,44,1203,,Active,,,http://www.redfin.com/CA/Los-Gatos/101-Sund-Ave-95030/home/1158876,MLSListings,ML81846604,N,Y,37.2161676,-121.9695064
MLS Listing,,Single Family Residential,120 Hazel Dell Hts,WATSONVILLE,CA,95076,6950000,3,4.5,WATSONVILLE,5052,2613600,2004,44,1376,,Active,,,http://www.redfin.com/CA/WATSONVILLE/120-HAZEL-DELL-HTS-95076/home/161464142,MLSListings,ML81846572,N,Y,37.015682,-121.758533
MLS Listing,,Single Family Residential,1150 Hobart St,MENLO PARK,CA,94025,9298000,6,5.5,MENLO PARK,4919,10209,2021,47,1890,,Active,,,http://www.redfin.com/CA/Menlo-Park/1150-Hobart-St-94025/home/1028107,MLSListings,ML81845713,N,Y,37.442333,-122.1944483
MLS Listing,,Single Family Residential,303 Sanborn Ln,FELTON,CA,95018,1999987,5,4.5,FELTON,4292,45738,2018,48,466,,Active,,,http://www.redfin.com/CA/Felton/303-Sanborn-Ln-95018/home/2362152,MLSListings,ML81846042,N,Y,37.0651491,-122.0863409
MLS Listing,,Single Family Residential,10028 Minaker Ct,CUPERTINO,CA,95014,3787888,5,3.5,CUPERTINO,2630,6714,2021,50,1440,,Active,,,http://www.redfin.com/CA/Cupertino/10028-Minaker-Ct-95014/home/175196959,MLSListings,ML81845786,N,Y,37.3222534,-122.0577152
MLS Listing,,Single Family Residential,1044 Forest Ave,PALO ALTO,CA,94301,5900000,3,3.5,PALO ALTO,3146,9220,1992,50,1875,,Active,,,http://www.redfin.com/CA/Palo-Alto/1044-Forest-Ave-94301/home/619513,MLSListings,ML81844920,N,Y,37.4524388,-122.1496349
MLS Listing,,Single Family Residential,2333 Cottle Ave,SAN JOSE,CA,95125,3125000,4,3.0,SAN JOSE,2968,7250,2021,50,1053,,Active,,,http://www.redfin.com/CA/San-Jose/2333-Cottle-Ave-95125/home/1235802,MLSListings,ML81845516,N,Y,37.2858487,-121.8927923
MLS Listing,,Single Family Residential,60 Melanie Ln,ATHERTON,CA,94027,11295000,5,5.5,ATHERTON,7249,47480,2018,51,1558,,Active,,,http://www.redfin.com/CA/Atherton/60-Melanie-Ln-94027/home/1050906,MLSListings,ML81845520,N,Y,37.4385149,-122.2287387
MLS Listing,,Single Family Residential,1870 Oakdell Dr,MENLO PARK,CA,94025,9585000,6,7.5,MENLO PARK,5990,13041,2021,51,1600,,Active,,,http://www.redfin.com/CA/Menlo-Park/1870-Oakdell-Dr-94025/home/1214014,MLSListings,ML81845495,N,Y,37.4329301,-122.1939606
MLS Listing,,Single Family Residential,59 Barry Ln,ATHERTON,CA,94027,27000000,6,7.5,ATHERTON,12078,45661,2016,52,2235,,Active,,,http://www.redfin.com/CA/Atherton/59-Barry-Ln-94027/home/1163065,MLSListings,ML81845430,N,Y,37.4508784,-122.2052664
MLS Listing,,Single Family Residential,239 Forrester Rd,LOS GATOS,CA,95032,18000000,7,6.5,LOS GATOS,9000,462312,1989,54,2000,,Active,,,http://www.redfin.com/CA/Los-Gatos/239-Forrester-Rd-95032/home/958904,MLSListings,ML81843144,N,Y,37.219533,-121.941767
MLS Listing,,Single Family Residential,800 Magnolia St,MENLO PARK,CA,94025,7998000,5,4.5,MENLO PARK,4500,10010,2009,54,1777,,Active,,,http://www.redfin.com/CA/Menlo-Park/800-Magnolia-St-94025/home/1552782,MLSListings,ML81845243,N,Y,37.4383023,-122.1915663
MLS Listing,,Single Family Residential,23491 Summit Rd,LOS GATOS,CA,95033,2998000,5,4.5,LOS GATOS,5097,144748,1987,55,588,,Active,,,http://www.redfin.com/CA/Los-Gatos/23491-Summit-Rd-95033/home/1818809,MLSListings,ML81845037,N,Y,37.1302197,-121.9531658
MLS Listing,,Single Family Residential,"1564,1562 Tindall Ranch Rd",CORRALITOS,CA,95076,2349900,5,3.5,CORRALITOS,3817,705193,2006,58,616,,Active,,,http://www.redfin.com/CA/Watsonville/1562-Tindall-Ranch-Rd-95076/home/175153346,MLSListings,ML81843527,N,Y,37.0370694,-121.8037727
MLS Listing,,Single Family Residential,120 Arroyo Del Rancho,LOS GATOS,CA,95032,5299000,5,4.5,LOS GATOS,5122,93835,1996,58,1035,,Active,,,http://www.redfin.com/CA/Los-Gatos/120-Arroyo-Del-Rancho-95032/home/1017007,MLSListings,ML81841574,N,Y,37.2201011,-121.9226443
MLS Listing,,Single Family Residential,555 Santa Rosa Dr,LOS GATOS,CA,95032,5300000,4,5.5,LOS GATOS,5304,88675,2001,59,999,,Active,,,http://www.redfin.com/CA/Los-Gatos/555-Santa-Rosa-Dr-95032/home/1387339,MLSListings,ML81844211,N,Y,37.2249046,-121.9121537
MLS Listing,,Single Family Residential,1162 Barroilhet Dr,Hillsborough,CA,94010,5495000,4,5.0,Hillsborough,4430,21789,1992,60,1240,,Active,,,http://www.redfin.com/CA/Hillsborough/1162-Barroilhet-Ave-94010/home/1451863,BAREIS,421546338,N,Y,37.564282,-122.3628685
MLS Listing,,Single Family Residential,8250 Rancho Real,GILROY,CA,95020,2500000,4,3.5,GILROY,4317,37524,1989,60,579,,Active,,,http://www.redfin.com/CA/Gilroy/8250-Rancho-Real-95020/home/1018446,MLSListings,ML81844138,N,Y,37.0147738,-121.6050881
MLS Listing,,Single Family Residential,1064 Sherry,Livermore,CA,94550,1725000,4,2.5,Livermore,2647,9796,1987,61,,,Active,,,http://www.redfin.com/CA/Livermore/1064-Sherry-Way-94550/home/1249236,MetroList,221049692,N,Y,37.6734987,-121.763645
MLS Listing,,Single Family Residential,1850 Bear Tree Rd,San Ramon,CA,94583,3300000,3,3.5,San Ramon,3427,958973,2017,61,963,,Active,,,http://www.redfin.com/CA/SAN-RAMON/1850-BEAR-TREE-RD-94583/unit-1870/home/160964300,"bridgeMLS Bay East AOR or Contra Costa AOR",40946414,N,Y,37.802176,-122.024508
MLS Listing,,Single Family Residential,18305 Constitution Ave,MONTE SERENO,CA,95030,6500000,7,7.5,MONTE SERENO,7011,43397,2018,61,927,,Active,July-17-2021 01:30 PM,July-17-2021 04:30 PM,http://www.redfin.com/CA/Monte-Sereno/18305-Constitution-Ave-95030/home/1466898,MLSListings,ML81839615,N,Y,37.2409273,-121.9920526
MLS Listing,,Single Family Residential,10651 Mendenhall Rd,Livermore,CA,94550,2800000,5,4.5,Livermore,4573,4357307,2009,62,,,Active,,,http://www.redfin.com/CA/Livermore/10651-Mendenhall-Rd-94550/home/17054073,MetroList,221049352,N,Y,37.5894376,-121.6730448
MLS Listing,,Single Family Residential,1360 Garden Ln,MENLO PARK,CA,94025,10750000,5,5.5,MENLO PARK,5590,23500,2001,63,1923,,Active,,,http://www.redfin.com/CA/Menlo-Park/1360-Garden-Ln-94025/home/884483,MLSListings,ML81843516,N,Y,37.4478082,-122.1930073
MLS Listing,,Single Family Residential,295 California St,CAMPBELL,CA,95008,2449950,4,3.5,CAMPBELL,2790,8201,2017,63,878,,Active,,,http://www.redfin.com/CA/Campbell/295-California-St-95008/home/113012609,MLSListings,ML81843471,N,Y,37.2830218,-121.9544235
MLS Listing,,Single Family Residential,412 Covington Rd,LOS ALTOS,CA,94024,12450000,5,6.0,LOS ALTOS,7703,40360,2006,64,1616,,Active,,,http://www.redfin.com/CA/Los-Altos/412-Covington-Rd-94024/home/643327,MLSListings,ML81843205,N,Y,37.3665374,-122.1031164
MLS Listing,,Single Family Residential,56 Patricia Dr,ATHERTON,CA,94027,13850000,5,5.5,ATHERTON,7375,34531,2006,64,1878,,Active,,,http://www.redfin.com/CA/Atherton/56-Patricia-Dr-94027/home/2041230,MLSListings,ML81843181,N,Y,37.4619472,-122.2130689
MLS Listing,,Single Family Residential,5405 Sierra Rd,San Jose,CA,95132,2450000,4,2.0,San Jose,2600,130680,1980,65,942,,Active,,,http://www.redfin.com/CA/San-Jose/5405-Sierra-Rd-95132/home/564614,San Francisco MLS,421547189,N,Y,37.41623,-121.7815415
MLS Listing,,Single Family Residential,1826 Waverley St,PALO ALTO,CA,94301,16680000,4,4.0,PALO ALTO,5540,10000,2007,66,3011,,Active,,,http://www.redfin.com/CA/Palo-Alto/1826-Waverley-St-94301/home/592636,MLSListings,ML81842990,N,Y,37.4363537,-122.1439348
MLS Listing,,Single Family Residential,2165 Louis Holmstrom Dr,MORGAN HILL,CA,95037,2725000,5,5.5,MORGAN HILL,5288,46173,1989,67,515,,Active,,,http://www.redfin.com/CA/Morgan-Hill/2165-Louis-Holstrom-Dr-95037/home/1380417,MLSListings,ML81842968,N,Y,37.1082497,-121.6846729
MLS Listing,,Single Family Residential,34 Casa Way,SCOTTS VALLEY,CA,95066,2250000,5,3.0,SCOTTS VALLEY,5200,19558,1985,68,433,,Active,,,http://www.redfin.com/CA/Scotts-Valley/34-Casa-Way-95066/home/2229357,MLSListings,ML81842893,N,Y,37.0680102,-122.009198
MLS Listing,,Single Family Residential,13215 Peacock Ct,CUPERTINO,CA,95014,4750000,5,5.5,CUPERTINO,7413,148854,1991,68,641,,Active,,,http://www.redfin.com/CA/Cupertino/13215-Peacock-Ct-95014/home/1355558,MLSListings,ML81842829,N,Y,37.2973089,-122.0941743
MLS Listing,,Single Family Residential,4460 Roop Rd,GILROY,CA,95020,2999999,3,2.5,GILROY,3145,3231716,2004,68,954,,Active,,,http://www.redfin.com/CA/Gilroy/4460-Roop-Rd-95020/home/1210475,MLSListings,ML81841320,N,Y,37.0664951,-121.5201971
MLS Listing,,Single Family Residential,20115 Orchard Meadow Dr,Saratoga,CA,95070,6499950,7,7.5,Saratoga,7276,219542,1999,68,893,,Active,,,http://www.redfin.com/CA/Saratoga/20115-Orchard-Meadow-Dr-95070/home/850750,"bridgeMLS Bay East AOR or Contra Costa AOR",40948961,N,Y,37.2726486,-122.0656166
MLS Listing,,Single Family Residential,562 N Montebello St,Mountain House,CA,95391,1010000,4,2.5,Mountain House,2859,7824,2015,69,353,,Active,,,http://www.redfin.com/CA/Mountain-House/562-N-Montebello-St-95391/home/22495245,"bridgeMLS Bay East AOR or Contra Costa AOR",40948715,N,Y,37.7869532,-121.5514729
MLS Listing,,Single Family Residential,21975 Stage Coach Rd,LOS GATOS,CA,95033,2150000,5,4.5,LOS GATOS,4740,38071,1990,69,454,,Active,July-17-2021 11:00 AM,July-17-2021 01:00 PM,http://www.redfin.com/CA/Los-Gatos/21975-Stagecoach-Rd-95033/home/2404873,MLSListings,ML81842482,N,Y,37.1412383,-121.9893651
MLS Listing,,Single Family Residential,3660 Tripp Rd,WOODSIDE,CA,94062,6850000,3,3.0,WOODSIDE,3966,64468,2009,70,1727,,Active,,,http://www.redfin.com/CA/Woodside/3660-Tripp-Rd-94062/home/891879,MLSListings,ML81842363,N,Y,37.4206082,-122.2705728
MLS Listing,,Single Family Residential,29 Stockbridge Ave,ATHERTON,CA,94027,8500000,8,10.5,ATHERTON,8771,43700,2021,70,969,,Active,,,http://www.redfin.com/CA/Atherton/29-Stockbridge-Ave-94027/home/1735817,MLSListings,ML81842297,N,Y,37.4641671,-122.2087244
MLS Listing,,Single Family Residential,2549 Butch Dr,GILROY,CA,95020,2999950,4,5.5,GILROY,6207,491792,2004,71,483,,Active,,,http://www.redfin.com/CA/Gilroy/2549-Butch-Dr-95020/home/1746065,MLSListings,ML81842149,N,Y,37.0715994,-121.5403748
MLS Listing,,Single Family Residential,121 Ash Ln,PORTOLA VALLEY,CA,94028,26950000,7,7.5,PORTOLA VALLEY,8325,161172,2014,72,3237,,Active,,,http://www.redfin.com/CA/Portola-Valley/121-Ash-Ln-94028/home/905017,MLSListings,ML81842024,N,Y,37.3923748,-122.1969091
MLS Listing,,Single Family Residential,119 Baywood Ave,MENLO PARK,CA,94025,3698000,4,3.0,MENLO PARK,2546,6850,2021,72,1452,,Active,,,http://www.redfin.com/CA/Menlo-Park/119-Baywood-Ave-94025/home/1667963,MLSListings,ML81818932,N,Y,37.4545298,-122.1624311
MLS Listing,,Single Family Residential,24000 Mountain Charlie Rd,LOS GATOS,CA,95033,2195000,4,3.0,LOS GATOS,3409,422924,1988,75,644,,Active,,,http://www.redfin.com/CA/Los-Gatos/24000-Mountain-Charlie-Rd-95033/home/2400253,MLSListings,ML81841718,N,Y,37.1227813,-121.9893326
MLS Listing,,Single Family Residential,12 Panorama Ln,SANTA CRUZ,CA,95060,5300000,4,2.5,SANTA CRUZ,4678,24699,2020,76,1133,,Active,,,http://www.redfin.com/CA/Santa-Cruz/12-Panorama-Ln-95060/home/23002048,MLSListings,ML81838422,N,Y,37.0106451,-122.0286776
MLS Listing,,Single Family Residential,15300 Blackberry Hill Rd,LOS GATOS,CA,95030,7500000,5,6.0,LOS GATOS,5944,1300266,2021,78,1262,,Active,,,http://www.redfin.com/CA/Los-Gatos/15300-Blackberry-Hill-Rd-95030/home/23471259,MLSListings,ML81840967,N,Y,37.2031708,-121.9535641
MLS Listing,,Single Family Residential,16255 Matilija Dr,LOS GATOS,CA,95030,9500000,5,5.5,LOS GATOS,6422,59396,2011,78,1479,,Active,,,http://www.redfin.com/CA/Los-Gatos/16255-Matilija-Dr-95030/home/1336083,MLSListings,ML81838340,N,Y,37.2316844,-122.0062666
MLS Listing,,Single Family Residential,2088 Green Oaks Way,PESCADERO,CA,94060,17500000,7,9.0,PESCADERO,17000,2079119,2015,79,1029,,Active,,,http://www.redfin.com/CA/Pescadero/2088-Green-Oaks-Way-94060/home/40241526,MLSListings,ML81840883,N,Y,37.1345262,-122.2982168
MLS Listing,,Single Family Residential,18346 Standish Ave,HAYWARD,CA,94541,1650000,4,3.0,HAYWARD,2864,18252,1988,81,576,,Active,,,http://www.redfin.com/CA/Hayward/18346-Standish-Ave-94541/home/1207189,MLSListings,ML81839684,N,Y,37.6832013,-122.1110373
MLS Listing,,Single Family Residential,22160 Wallace Dr,CUPERTINO,CA,95014,4198000,5,4.5,CUPERTINO,3768,9375,2021,88,1114,,Active,July-18-2021 02:00 PM,July-18-2021 04:00 PM,http://www.redfin.com/CA/Cupertino/22160-Wallace-Dr-95014/home/772505,MLSListings,ML81838415,N,Y,37.3349881,-122.0628598
MLS Listing,,Single Family Residential,10 Atherton Ave,ATHERTON,CA,94027,11600000,5,5.5,ATHERTON,4769,23550,2021,89,2432,,Active,,,http://www.redfin.com/CA/Atherton/10-Atherton-Ave-94027/home/883637,MLSListings,ML81839296,N,Y,37.462293,-122.201324
MLS Listing,,Single Family Residential,19870 Mendelsohn Ln,SARATOGA,CA,95070,5998000,4,4.5,SARATOGA,3770,19171,2006,90,1591,,Active,July-17-2021 02:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Saratoga/19870-Mendelsohn-Ln-95070/home/907528,MLSListings,ML81839115,N,Y,37.2500398,-122.0204787
MLS Listing,,Single Family Residential,1975 Webster St,PALO ALTO,CA,94301,20000000,6,5.5,PALO ALTO,6129,10499,2021,92,3263,,Active,,,http://www.redfin.com/CA/Palo-Alto/1975-Webster-St-94301/home/591854,MLSListings,ML81838788,N,Y,37.4382717,-122.1395875
MLS Listing,,Single Family Residential,23454 Sunset Dr,LOS GATOS,CA,95033,5900000,4,5.0,LOS GATOS,10000,50138,1999,93,590,,Active,,,http://www.redfin.com/CA/Los-Gatos/23454-Sunset-Dr-95033/home/2404446,MLSListings,ML81837566,N,Y,37.1271573,-121.9543042
MLS Listing,,Single Family Residential,120 Sierra Azule,LOS GATOS,CA,95032,8750000,5,7.5,LOS GATOS,8259,54788,1997,96,1059,,Active,July-18-2021 01:00 PM,July-18-2021 04:00 PM,http://www.redfin.com/CA/Los-Gatos/120-Sierra-Azule-95032/home/645777,MLSListings,ML81838278,N,Y,37.2247192,-121.9225554
MLS Listing,,Single Family Residential,15681 Montebello Rd,Cupertino,CA,95014,3980000,4,5.0,Cupertino,5400,2239645,1980,96,737,,Active,July-17-2021 02:00 PM,July-17-2021 05:00 PM,http://www.redfin.com/CA/Cupertino/15681-Montebello-Rd-95014/home/11893969,CRMLS,OC21073762,N,Y,37.2953339,-122.098758
MLS Listing,,Single Family Residential,2465 TECADO Ter,Fremont,CA,94539,9998000,6,8.0,Mission Area,12075,900820,1993,98,828,,Active,,,http://www.redfin.com/CA/Fremont/2465-Tecado-Ter-94539/home/1077936,"bridgeMLS Bay East AOR or Contra Costa AOR",40944450,N,Y,37.5653571,-121.9220603
MLS Listing,,Single Family Residential,23923 Jabil Ln,LOS ALTOS HILLS,CA,94024,12380000,6,6.0,LOS ALTOS HILLS,8600,60987,2007,100,1440,,Active,,,http://www.redfin.com/CA/Los-Altos-Hills/23923-Jabil-Ln-94024/home/1499907,MLSListings,ML81837576,N,Y,37.3456532,-122.1153017
MLS Listing,,Single Family Residential,18450 Shadowbrook Way,MORGAN HILL,CA,95037,2499000,5,3.0,MORGAN HILL,2350,982278,2016,100,1063,,Active,,,http://www.redfin.com/CA/Morgan-Hill/18450-Shadowbrook-Way-95037/home/604877,MLSListings,ML81837575,N,Y,37.139753,-121.671167
MLS Listing,,Single Family Residential,2289 Forest View Ave,HILLSBOROUGH,CA,94010,10995000,6,7.0,HILLSBOROUGH,9336,64468,1990,100,1178,,Active,,,http://www.redfin.com/CA/Hillsborough/2289-Forest-View-Ave-94010/home/1330882,MLSListings,ML81837543,N,Y,37.5724711,-122.3763031
MLS Listing,,Single Family Residential,1717 Granite Creek Rd,SANTA CRUZ,CA,95065,1495000,3,3.0,SANTA CRUZ,2601,131551,2001,104,575,,Active,July-17-2021 01:00 PM,July-17-2021 04:00 PM,http://www.redfin.com/CA/Santa-Cruz/1717-Granite-Creek-Rd-95065/home/2429131,MLSListings,ML81837016,N,Y,37.0402964,-121.9988711
MLS Listing,,Single Family Residential,23110 Old Santa Cruz Hwy,LOS GATOS,CA,95033,1599000,3,3.0,LOS GATOS,3325,108900,1993,104,481,,Active,,,http://www.redfin.com/CA/Los-Gatos/23110-Old-Santa-Cruz-Hwy-95033/home/2403887,MLSListings,ML81833942,N,Y,37.1380789,-121.9765706
MLS Listing,,Single Family Residential,12101 Love Creek Rd,BEN LOMOND,CA,95005,3750000,3,4.0,BEN LOMOND,5656,8731471,1989,104,663,,Active,,,http://www.redfin.com/CA/Ben-Lomond/12101-Love-Creek-Rd-95005/home/23475288,MLSListings,ML81833197,N,Y,37.123707,-122.085222
MLS Listing,,Single Family Residential,97 Ridge View Dr,ATHERTON,CA,94027,14988000,6,7.5,ATHERTON,9107,94090,1981,107,1646,,Active,,,http://www.redfin.com/CA/Atherton/97-Ridge-View-Dr-94027/home/1072620,MLSListings,ML81836367,N,Y,37.4364957,-122.2297139
